4, 1, 4, 2 
7, 4, 8.5, 4 
5, 6,  6, 3 
3, 1, 3.5, 2
10, 8, 9, 5
5, 7, 8.5, 5
8, 9, 7.5, 4
3, 2, 3.5, 2
2, 2, 1.5, 1
4, 6, 6.5, 4
5, 6, 6.5, 3
1, 2, 2.5, 2
3, 3, 4, 3
1, 1, 1.5, 1
1, 2, 2.5, 2
1, 2, 1.5, 1
5, 5, 6.5, 3
2, 1, 2.5, 5
1, 2, 1.5, 1
0, 1, 1, 0
0, 1,1, 1
0, 1, 0.5, 1



3, 1, 5, 2
6, 2, 6.5, 2
3, 1, 2.5, 2
6, 4, 4.5, 4
7, 6, 3.5, 2
1, 2, 1.5, 0
3, 2, 2.5, 3
0, 1, 0.5, 0
2, 1, 1.5, 1
1, 1, 1.5, 1
2, 1, 2.5, 5
0, 1,1, 1
